StationCode,LongName,Number,Type,OperatingCompany,Destination,PlannedDepartureTime,Delay
HNO,Heino,7983,Sprinter,NS,ES,2016-12-06T23:00:00Z,PT3M30S
DTCH,Doetinchem De Huet,30983,Stoptrein,Arriva,WW,2016-12-06T23:03:00Z,PT52S
DTCH,Doetinchem De Huet,30983,Stoptrein,Arriva,WW,2016-12-06T23:03:00Z,PT52S
WL,Wehl,30983,Stoptrein,Arriva,WW,2016-12-06T23:00:00Z,PT1M10S
WL,Wehl,30983,Stoptrein,Arriva,WW,2016-12-06T23:00:00Z,PT1M10S
SHL,Schiphol Airport,5880,Sprinter,NS,HFD,2016-12-06T23:01:00Z,PT0S
SHL,Schiphol Airport,5880,Sprinter,NS,HFD,2016-12-06T23:01:00Z,PT0S
BZL,Kapelle-Biezelinge,2672,Intercity,NS,VS,2016-12-06T22:57:00Z,PT4M
BZL,Kapelle-Biezelinge,2672,Intercity,NS,VS,2016-12-06T22:57:00Z,PT4M
HR,Heerenveen,12581,Intercity,NS,LW,2016-12-06T23:00:00Z,PT2M51S
HR,Heerenveen,12581,Intercity,NS,LW,2016-12-06T23:00:00Z,PT2M51S
DL,Dalfsen,3892,Sneltrein,Arriva,ZL,2016-12-06T23:01:00Z,PT0S
DL,Dalfsen,3892,Sneltrein,Arriva,ZL,2016-12-06T23:01:00Z,PT0S
SWK,Steenwijk,12581,Intercity,NS,LW,2016-12-06T22:47:00Z,PT3M52S
SWK,Steenwijk,12581,Intercity,NS,LW,2016-12-06T22:47:00Z,PT3M52S
BZL,Kapelle-Biezelinge,2672,Intercity,NS,VS,2016-12-06T22:57:00Z,PT4M
BZL,Kapelle-Biezelinge,2672,Intercity,NS,VS,2016-12-06T22:57:00Z,PT4M
LLS,Lelystad Centrum,4685,Sprinter,NS,ZL,2016-12-06T23:05:00Z,PT0S
LLS,Lelystad Centrum,4685,Sprinter,NS,ZL,2016-12-06T23:05:00Z,PT0S
SWK,Steenwijk,12581,Intercity,NS,LW,2016-12-06T22:47:00Z,PT3M52S
SWK,Steenwijk,12581,Intercity,NS,LW,2016-12-06T22:47:00Z,PT3M52S
PT,Putten,5685,Sprinter,NS,ZL,2016-12-06T23:00:00Z,PT1M43S
PT,Putten,5685,Sprinter,NS,ZL,2016-12-06T23:00:00Z,PT1M43S
EML,Ermelo,5685,Sprinter,NS,ZL,2016-12-06T23:05:00Z,PT1M19S
EML,Ermelo,5685,Sprinter,NS,ZL,2016-12-06T23:05:00Z,PT1M19S
HD,Harderwijk,5685,Sprinter,NS,ZL,2016-12-06T23:09:00Z,PT1M
HD,Harderwijk,5685,Sprinter,NS,ZL,2016-12-06T23:09:00Z,PT1M
WL,Wehl,30988,Stoptrein,Arriva,AH,2016-12-06T23:01:00Z,PT0S
WL,Wehl,30988,Stoptrein,Arriva,AH,2016-12-06T23:01:00Z,PT0S
PT,Putten,5685,Sprinter,NS,ZL,2016-12-06T23:00:00Z,PT1M43S
PT,Putten,5685,Sprinter,NS,ZL,2016-12-06T23:00:00Z,PT1M43S
MSW,Maassluis West,4193,Sprinter,NS,RTD,2016-12-06T23:03:00Z,PT0S
MSW,Maassluis West,4193,Sprinter,NS,RTD,2016-12-06T23:03:00Z,PT0S
UT,Utrecht Centraal,4988,Sprinter,NS,LLS,2016-12-06T23:10:00Z,PT0S
UT,Utrecht Centraal,4988,Sprinter,NS,LLS,2016-12-06T23:10:00Z,PT0S
DB,Driebergen-Zeist,7484,Sprinter,NS,ASD,2016-12-06T23:05:00Z,PT1M25S
DB,Driebergen-Zeist,7484,Sprinter,NS,ASD,2016-12-06T23:05:00Z,PT1M25S
BNK,Bunnik,7484,Sprinter,NS,ASD,2016-12-06T23:09:00Z,PT1M6S
BNK,Bunnik,7484,Sprinter,NS,ASD,2016-12-06T23:09:00Z,PT1M6S
HRT,Horst-Sevenum,1983,Intercity,NS,VL,2016-12-06T23:00:00Z,PT1M39S
HRT,Horst-Sevenum,1983,Intercity,NS,VL,2016-12-06T23:00:00Z,PT1M39S
HMH,Helmond 't Hout,9688,Sprinter,NS,HT,2016-12-06T23:02:00Z,PT2M17S
HMH,Helmond 't Hout,9688,Sprinter,NS,HT,2016-12-06T23:02:00Z,PT2M17S
HMBV,Helmond Brandevoort,9688,Sprinter,NS,HT,2016-12-06T23:04:00Z,PT2M8S
HMBV,Helmond Brandevoort,9688,Sprinter,NS,HT,2016-12-06T23:04:00Z,PT2M8S
AMRN,Alkmaar Noord,314889,Sprinter,NS,HN,2016-12-06T23:17:00Z,PT7M46S
AMRN,Alkmaar Noord,314889,Sprinter,NS,HN,2016-12-06T23:17:00Z,PT7M46S
VB,Voorburg,9893,Sprinter,NS,UT,2016-12-06T23:01:00Z,PT0S
VB,Voorburg,9893,Sprinter,NS,UT,2016-12-06T23:01:00Z,PT0S
HWD,Heerhugowaard,314889,Sprinter,NS,HN,2016-12-06T23:22:00Z,PT7M23S
HWD,Heerhugowaard,314889,Sprinter,NS,HN,2016-12-06T23:22:00Z,PT7M23S
SGL,Houthem-St Gerlach,32086,Stoptrein,Veolia,MTR,2016-12-06T23:03:00Z,PT0S
SGL,Houthem-St Gerlach,32086,Stoptrein,Veolia,MTR,2016-12-06T23:03:00Z,PT0S
HM,Helmond,9688,Sprinter,NS,HT,2016-12-06T22:59:00Z,PT2M11S
HM,Helmond,9688,Sprinter,NS,HT,2016-12-06T22:59:00Z,PT2M11S
AMR,Alkmaar,314889,Sprinter,NS,HN,2016-12-06T23:14:00Z,PT8M
AMR,Alkmaar,314889,Sprinter,NS,HN,2016-12-06T23:14:00Z,PT8M
OBD,Obdam,314889,Sprinter,NS,HN,2016-12-06T23:30:00Z,PT6M55S
OBD,Obdam,314889,Sprinter,NS,HN,2016-12-06T23:30:00Z,PT6M55S
ASSP,Amsterdam Science Park,5889,Sprinter,NS,AMF,2016-12-06T23:00:00Z,PT34S
ASSP,Amsterdam Science Park,5889,Sprinter,NS,AMF,2016-12-06T23:00:00Z,PT34S
DMN,Diemen,5889,Sprinter,NS,AMF,2016-12-06T23:03:00Z,PT1M40S
DMN,Diemen,5889,Sprinter,NS,AMF,2016-12-06T23:03:00Z,PT1M40S
AML,Almelo,7990,Sprinter,NS,WDN,2016-12-06T23:01:00Z,PT0S
AML,Almelo,7990,Sprinter,NS,WDN,2016-12-06T23:01:00Z,PT0S
EHS,Eindhoven Strijp-S,9687,Sprinter,NS,DN,2016-12-06T23:04:00Z,PT0S
EHS,Eindhoven Strijp-S,9687,Sprinter,NS,DN,2016-12-06T23:04:00Z,PT0S
BTL,Boxtel,9686,Sprinter,NS,HT,2016-12-06T23:03:00Z,PT1M41S
BTL,Boxtel,9686,Sprinter,NS,HT,2016-12-06T23:03:00Z,PT1M41S
VG,Vught,9686,Sprinter,NS,HT,2016-12-06T23:10:00Z,PT1M8S
VG,Vught,9686,Sprinter,NS,HT,2016-12-06T23:10:00Z,PT1M8S
ZH,Zuidhorn,37477,Stoptrein,Arriva,GN,2016-12-06T23:00:00Z,PT1M21S
ZH,Zuidhorn,37477,Stoptrein,Arriva,GN,2016-12-06T23:00:00Z,PT1M21S
GZ,Gilze-Rijen,13688,Sprinter,NS,HT,2016-12-06T23:01:00Z,PT0S
GZ,Gilze-Rijen,13688,Sprinter,NS,HT,2016-12-06T23:01:00Z,PT0S
ASS,Amsterdam Sloterdijk,2195,Intercity,NS,GVC,2016-12-06T23:02:00Z,PT1M29S
ASS,Amsterdam Sloterdijk,2195,Intercity,NS,GVC,2016-12-06T23:02:00Z,PT1M29S
ASS,Amsterdam Sloterdijk,2195,Intercity,NS,GVC,2016-12-06T23:02:00Z,PT1M29S
ASS,Amsterdam Sloterdijk,2195,Intercity,NS,GVC,2016-12-06T23:02:00Z,PT1M29S
RTZ,Rotterdam Zuid,15188,Sprinter,NS,RTD,2016-12-07T00:12:00Z,PT0S
RTZ,Rotterdam Zuid,15188,Sprinter,NS,RTD,2016-12-07T00:12:00Z,PT0S
GND,Hardinxveld-Giessendam,36788,Stoptrein,Arriva,DDR,2016-12-07T00:12:00Z,PT0S
GND,Hardinxveld-Giessendam,36788,Stoptrein,Arriva,DDR,2016-12-07T00:12:00Z,PT0S
KLP,Veenendaal-De Klomp,303091,Intercity,NS,NM,2016-12-07T00:12:00Z,PT0S
KLP,Veenendaal-De Klomp,303091,Intercity,NS,NM,2016-12-07T00:12:00Z,PT0S
LWC,Leeuwarden Camminghaburen,37496,Stoptrein,Arriva,LW,2016-12-07T00:12:00Z,PT0S
LWC,Leeuwarden Camminghaburen,37496,Stoptrein,Arriva,LW,2016-12-07T00:12:00Z,PT0S
DB,Driebergen-Zeist,303087,Intercity,NS,NM,2016-12-06T23:00:00Z,PT1M2S
DB,Driebergen-Zeist,303087,Intercity,NS,NM,2016-12-06T23:00:00Z,PT1M2S
ASDZ,Amsterdam Zuid,5789,Sprinter,NS,HVS,2016-12-06T23:04:00Z,PT48S
ASDZ,Amsterdam Zuid,5789,Sprinter,NS,HVS,2016-12-06T23:04:00Z,PT48S
RAI,Amsterdam RAI,5789,Sprinter,NS,HVS,2016-12-06T23:06:00Z,PT39S
RAI,Amsterdam RAI,5789,Sprinter,NS,HVS,2016-12-06T23:06:00Z,PT39S
DVD,Duivendrecht,5789,Sprinter,NS,HVS,2016-12-06T23:12:00Z,PT16S
DVD,Duivendrecht,5789,Sprinter,NS,HVS,2016-12-06T23:12:00Z,PT16S
DMNZ,Diemen Zuid,5789,Sprinter,NS,HVS,2016-12-06T23:14:00Z,PT8S
DMNZ,Diemen Zuid,5789,Sprinter,NS,HVS,2016-12-06T23:14:00Z,PT8S
HIL,Hillegom,6395,Sprinter,NS,LEDN,2016-12-06T23:00:00Z,PT2M2S
HIL,Hillegom,6395,Sprinter,NS,LEDN,2016-12-06T23:00:00Z,PT2M2S
RTD,Rotterdam Centraal,2693,Intercity,NS,ASD,2016-12-06T22:53:00Z,PT8M32S
RTD,Rotterdam Centraal,2693,Intercity,NS,ASD,2016-12-06T22:53:00Z,PT8M32S
SDM,Schiedam Centrum,2693,Intercity,NS,ASD,2016-12-06T22:57:00Z,PT8M15S
SDM,Schiedam Centrum,2693,Intercity,NS,ASD,2016-12-06T22:57:00Z,PT8M15S
DT,Delft,2693,Intercity,NS,ASD,2016-12-06T23:05:00Z,PT7M38S
DT,Delft,2693,Intercity,NS,ASD,2016-12-06T23:05:00Z,PT7M38S
GV,Den Haag HS,2693,Intercity,NS,ASD,2016-12-06T23:13:00Z,PT7M7S
GV,Den Haag HS,2693,Intercity,NS,ASD,2016-12-06T23:13:00Z,PT7M7S
HIL,Hillegom,6395,Sprinter,NS,LEDN,2016-12-06T23:00:00Z,PT2M2S
HIL,Hillegom,6395,Sprinter,NS,LEDN,2016-12-06T23:00:00Z,PT2M2S
RTD,Rotterdam Centraal,2693,Intercity,NS,ASD,2016-12-06T22:53:00Z,PT8M32S
RTD,Rotterdam Centraal,2693,Intercity,NS,ASD,2016-12-06T22:53:00Z,PT8M32S
DDN,Delden,31281,Stoptrein,Syntus,ODZ,2016-12-06T23:07:00Z,PT47S
DDN,Delden,31281,Stoptrein,Syntus,ODZ,2016-12-06T23:07:00Z,PT47S
HGLG,Hengelo Gezondheidspark,31281,Stoptrein,Syntus,ODZ,2016-12-06T23:10:00Z,PT33S
HGLG,Hengelo Gezondheidspark,31281,Stoptrein,Syntus,ODZ,2016-12-06T23:10:00Z,PT33S
WV,Wolvega,12590,Intercity,NS,ZL,2016-12-06T23:01:00Z,PT0S
WV,Wolvega,12590,Intercity,NS,ZL,2016-12-06T23:01:00Z,PT0S
GO,Goor,31281,Stoptrein,Syntus,ODZ,2016-12-06T23:00:00Z,PT1M56S
GO,Goor,31281,Stoptrein,Syntus,ODZ,2016-12-06T23:00:00Z,PT1M56S
UHM,Uithuizermeeden,37677,Stoptrein,Arriva,RD,2016-12-06T23:02:00Z,PT0S
UHM,Uithuizermeeden,37677,Stoptrein,Arriva,RD,2016-12-06T23:02:00Z,PT0S
ASA,Amsterdam Amstel,3089,Intercity,NS,UT,2016-12-06T23:00:00Z,PT3M17S
ASA,Amsterdam Amstel,3089,Intercity,NS,UT,2016-12-06T23:00:00Z,PT3M17S
AML,Almelo,1783,Intercity,NS,ES,2016-12-06T22:56:00Z,PT7M13S
AML,Almelo,1783,Intercity,NS,ES,2016-12-06T22:56:00Z,PT7M13S
ATN,Aalten,30981,Stoptrein,Arriva,WW,2016-12-06T23:00:00Z,PT0S
ATN,Aalten,30981,Stoptrein,Arriva,WW,2016-12-06T23:00:00Z,PT0S
HT,'s-Hertogenbosch,16086,Sprinter,NS,UT,2016-12-06T23:02:00Z,PT0S
HT,'s-Hertogenbosch,16086,Sprinter,NS,UT,2016-12-06T23:02:00Z,PT0S
HGV,Hoogeveen,9190,Sprinter,NS,ZL,2016-12-06T23:02:00Z,PT0S
HGV,Hoogeveen,9190,Sprinter,NS,ZL,2016-12-06T23:02:00Z,PT0S
ZDK,Zaandam Kogerveld,3384,Sprinter,NS,HNK,2016-12-06T23:01:00Z,PT1M9S
ZDK,Zaandam Kogerveld,3384,Sprinter,NS,HNK,2016-12-06T23:01:00Z,PT1M9S
ZDK,Zaandam Kogerveld,3384,Sprinter,NS,HNK,2016-12-06T23:01:00Z,PT1M9S
ZDK,Zaandam Kogerveld,3384,Sprinter,NS,HNK,2016-12-06T23:01:00Z,PT1M9S
DMN,Diemen,5889,Sprinter,NS,AMF,2016-12-06T23:03:00Z,PT1M40S
DMN,Diemen,5889,Sprinter,NS,AMF,2016-12-06T23:03:00Z,PT1M40S
ZD,Zaandam,3391,Sprinter,NS,HFD,2016-12-06T23:02:00Z,PT0S
ZD,Zaandam,3391,Sprinter,NS,HFD,2016-12-06T23:02:00Z,PT0S
RTD,Rotterdam Centraal,4182,Sprinter,NS,HLD,2016-12-06T23:02:00Z,PT0S
RTD,Rotterdam Centraal,4182,Sprinter,NS,HLD,2016-12-06T23:02:00Z,PT0S
KBW,Koog Bloemwijk,4080,Sprinter,NS,UTG,2016-12-06T23:03:00Z,PT0S
KBW,Koog Bloemwijk,4080,Sprinter,NS,UTG,2016-12-06T23:03:00Z,PT0S
AH,Arnhem Centraal,3689,Intercity,NS,NM,2016-12-06T22:52:00Z,PT14M35S
AH,Arnhem Centraal,3689,Intercity,NS,NM,2016-12-06T22:52:00Z,PT14M35S
AH,Arnhem Centraal,3689,Intercity,NS,NM,2016-12-06T22:52:00Z,PT13M31S
AH,Arnhem Centraal,3689,Intercity,NS,NM,2016-12-06T22:52:00Z,PT13M31S
AHZ,Arnhem Zuid,3689,Intercity,NS,NM,2016-12-06T22:58:00Z,PT13M4S
AHZ,Arnhem Zuid,3689,Intercity,NS,NM,2016-12-06T22:58:00Z,PT13M4S
EST,Elst,3689,Intercity,NS,NM,2016-12-06T23:02:00Z,PT12M45S
EST,Elst,3689,Intercity,NS,NM,2016-12-06T23:02:00Z,PT12M45S
NML,Nijmegen Lent,3689,Intercity,NS,NM,2016-12-06T23:07:00Z,PT12M24S
NML,Nijmegen Lent,3689,Intercity,NS,NM,2016-12-06T23:07:00Z,PT12M24S
SWD,Sauwerd,37692,Stoptrein,Arriva,GN,2016-12-06T23:01:00Z,PT1M17S
SWD,Sauwerd,37692,Stoptrein,Arriva,GN,2016-12-06T23:01:00Z,PT1M17S
SWD,Sauwerd,37692,Stoptrein,Arriva,GN,2016-12-06T23:01:00Z,PT1M17S
SWD,Sauwerd,37692,Stoptrein,Arriva,GN,2016-12-06T23:01:00Z,PT1M17S
OBD,Obdam,14882,Sprinter,NS,AMR,2016-12-06T23:00:00Z,PT3M18S
OBD,Obdam,14882,Sprinter,NS,AMR,2016-12-06T23:00:00Z,PT3M18S
AMRN,Alkmaar Noord,14882,Sprinter,NS,AMR,2016-12-06T23:10:00Z,PT2M32S
AMRN,Alkmaar Noord,14882,Sprinter,NS,AMR,2016-12-06T23:10:00Z,PT2M32S
HWD,Heerhugowaard,14882,Sprinter,NS,AMR,2016-12-06T23:06:00Z,PT2M50S
HWD,Heerhugowaard,14882,Sprinter,NS,AMR,2016-12-06T23:06:00Z,PT2M50S
UTO,Utrecht Overvecht,5684,Sprinter,NS,UT,2016-12-06T23:05:00Z,PT0S
UTO,Utrecht Overvecht,5684,Sprinter,NS,UT,2016-12-06T23:05:00Z,PT0S
OBD,Obdam,14882,Sprinter,NS,AMR,2016-12-06T23:00:00Z,PT3M18S
OBD,Obdam,14882,Sprinter,NS,AMR,2016-12-06T23:00:00Z,PT3M18S
HTO,'s-Hertogenbosch Oost,4488,Sprinter,NS,NM,2016-12-06T23:02:00Z,PT1M34S
HTO,'s-Hertogenbosch Oost,4488,Sprinter,NS,NM,2016-12-06T23:02:00Z,PT1M34S
GDG,Gouda Goverwelle,9891,Sprinter,NS,UT,2016-12-06T23:02:00Z,PT0S
GDG,Gouda Goverwelle,9891,Sprinter,NS,UT,2016-12-06T23:02:00Z,PT0S
DB,Driebergen-Zeist,3084,Intercity,NS,UT,2016-12-06T22:59:00Z,PT3M5S
DB,Driebergen-Zeist,3084,Intercity,NS,UT,2016-12-06T22:59:00Z,PT3M5S
DVD,Duivendrecht,4091,Sprinter,NS,RTD,2016-12-06T22:59:00Z,PT2M5S
DVD,Duivendrecht,4091,Sprinter,NS,RTD,2016-12-06T22:59:00Z,PT2M5S
ASB,Amsterdam Bijlmer ArenA,4091,Sprinter,NS,RTD,2016-12-06T23:04:00Z,PT1M52S
ASB,Amsterdam Bijlmer ArenA,4091,Sprinter,NS,RTD,2016-12-06T23:04:00Z,PT1M52S
ASHD,Amsterdam Holendrecht,4091,Sprinter,NS,RTD,2016-12-06T23:06:00Z,PT1M43S
ASHD,Amsterdam Holendrecht,4091,Sprinter,NS,RTD,2016-12-06T23:06:00Z,PT1M43S
AC,Abcoude,4091,Sprinter,NS,RTD,2016-12-06T23:10:00Z,PT1M24S
AC,Abcoude,4091,Sprinter,NS,RTD,2016-12-06T23:10:00Z,PT1M24S
BKL,Breukelen,4091,Sprinter,NS,RTD,2016-12-06T23:18:00Z,PT47S
BKL,Breukelen,4091,Sprinter,NS,RTD,2016-12-06T23:18:00Z,PT47S
WD,Woerden,4091,Sprinter,NS,RTD,2016-12-06T23:28:00Z,PT6S
WD,Woerden,4091,Sprinter,NS,RTD,2016-12-06T23:28:00Z,PT6S
DVD,Duivendrecht,4091,Sprinter,NS,RTD,2016-12-06T22:59:00Z,PT2M5S
DVD,Duivendrecht,4091,Sprinter,NS,RTD,2016-12-06T22:59:00Z,PT2M5S
BKG,Bovenkarspel-Grootebroek,1593,Intercity,NS,ASD,2016-12-06T23:02:00Z,PT0S
BKG,Bovenkarspel-Grootebroek,1593,Intercity,NS,ASD,2016-12-06T23:02:00Z,PT0S
BTL,Boxtel,9686,Sprinter,NS,HT,2016-12-06T23:03:00Z,PT1M41S
BTL,Boxtel,9686,Sprinter,NS,HT,2016-12-06T23:03:00Z,PT1M41S
WDN,Wierden,7083,Sprinter,NS,AML,2016-12-06T23:05:00Z,PT0S
WDN,Wierden,7083,Sprinter,NS,AML,2016-12-06T23:05:00Z,PT0S
HMH,Helmond 't Hout,9688,Sprinter,NS,HT,2016-12-06T23:02:00Z,PT2M17S
HMH,Helmond 't Hout,9688,Sprinter,NS,HT,2016-12-06T23:02:00Z,PT2M17S
AMF,Amersfoort,587,Intercity,NS,GN,2016-12-06T23:07:00Z,PT0S
AMF,Amersfoort,587,Intercity,NS,GN,2016-12-06T23:07:00Z,PT0S
VZ,Vriezenveen,31081,Stoptrein,Arriva,MRB,2016-12-06T23:01:00Z,PT1M35S
VZ,Vriezenveen,31081,Stoptrein,Arriva,MRB,2016-12-06T23:01:00Z,PT1M35S
WZ,Wezep,5683,Sprinter,NS,ZL,2016-12-06T22:59:00Z,PT1M49S
WZ,Wezep,5683,Sprinter,NS,ZL,2016-12-06T22:59:00Z,PT1M49S
GD,Gouda,9582,Sprinter,NS,APN,2016-12-06T23:02:00Z,PT0S
GD,Gouda,9582,Sprinter,NS,APN,2016-12-06T23:02:00Z,PT0S
CL,Culemborg,16089,Sprinter,NS,HT,2016-12-06T23:00:00Z,PT1M46S
CL,Culemborg,16089,Sprinter,NS,HT,2016-12-06T23:00:00Z,PT1M46S
CL,Culemborg,16089,Sprinter,NS,HT,2016-12-06T23:00:00Z,PT1M46S
CL,Culemborg,16089,Sprinter,NS,HT,2016-12-06T23:00:00Z,PT1M46S
MRN,Maarn,7487,Sprinter,NS,RHN,2016-12-06T22:59:00Z,PT3M9S
MRN,Maarn,7487,Sprinter,NS,RHN,2016-12-06T22:59:00Z,PT3M9S
HAD,Heemstede-Aerdenhout,6376,Sprinter,NS,HLM,2016-12-06T23:03:00Z,PT0S
HAD,Heemstede-Aerdenhout,6376,Sprinter,NS,HLM,2016-12-06T23:03:00Z,PT0S
PMO,Purmerend Overwhere,1591,Intercity,NS,ASD,2016-12-06T23:01:00Z,PT1M34S
PMO,Purmerend Overwhere,1591,Intercity,NS,ASD,2016-12-06T23:01:00Z,PT1M34S
PMW,Purmerend Weidevenne,1591,Intercity,NS,ASD,2016-12-06T23:07:00Z,PT1M7S
PMW,Purmerend Weidevenne,1591,Intercity,NS,ASD,2016-12-06T23:07:00Z,PT1M7S
PMR,Purmerend,1591,Intercity,NS,ASD,2016-12-06T23:04:00Z,PT1M21S
PMR,Purmerend,1591,Intercity,NS,ASD,2016-12-06T23:04:00Z,PT1M21S
PMO,Purmerend Overwhere,1591,Intercity,NS,ASD,2016-12-06T23:01:00Z,PT1M34S
PMO,Purmerend Overwhere,1591,Intercity,NS,ASD,2016-12-06T23:01:00Z,PT1M34S
BNZ,Barneveld Zuid,31375,Stoptrein,Valleilijn,ED,2016-12-06T23:00:00Z,PT2M16S
BNZ,Barneveld Zuid,31375,Stoptrein,Valleilijn,ED,2016-12-06T23:00:00Z,PT2M16S
ST,Soest,5584,Sprinter,NS,UT,2016-12-06T23:02:00Z,PT0S
ST,Soest,5584,Sprinter,NS,UT,2016-12-06T23:02:00Z,PT0S
BNZ,Barneveld Zuid,31375,Stoptrein,Valleilijn,ED,2016-12-06T23:00:00Z,PT2M16S
BNZ,Barneveld Zuid,31375,Stoptrein,Valleilijn,ED,2016-12-06T23:00:00Z,PT2M16S
TB,Tilburg,1987,Intercity,NS,VL,2016-12-06T23:07:00Z,PT0S
TB,Tilburg,1987,Intercity,NS,VL,2016-12-06T23:07:00Z,PT0S
HLM,Haarlem,314878,Sprinter,NS,ASD,2016-12-06T23:06:00Z,PT2M31S
HLM,Haarlem,314878,Sprinter,NS,ASD,2016-12-06T23:06:00Z,PT2M31S
HLMS,Haarlem Spaarnwoude,314878,Sprinter,NS,ASD,2016-12-06T23:09:00Z,PT2M18S
HLMS,Haarlem Spaarnwoude,314878,Sprinter,NS,ASD,2016-12-06T23:09:00Z,PT2M18S
HWZB,Halfweg-Zwanenburg,314878,Sprinter,NS,ASD,2016-12-06T23:13:00Z,PT2M
HWZB,Halfweg-Zwanenburg,314878,Sprinter,NS,ASD,2016-12-06T23:13:00Z,PT2M
ASS,Amsterdam Sloterdijk,314878,Sprinter,NS,ASD,2016-12-06T23:18:00Z,PT1M36S
ASS,Amsterdam Sloterdijk,314878,Sprinter,NS,ASD,2016-12-06T23:18:00Z,PT1M36S
BLL,Bloemendaal,314878,Sprinter,NS,ASD,2016-12-06T22:59:00Z,PT1M31S
BLL,Bloemendaal,314878,Sprinter,NS,ASD,2016-12-06T22:59:00Z,PT1M31S
SPTN,Santpoort Noord,14891,Sprinter,NS,UTG,2016-12-06T23:03:00Z,PT26S
SPTN,Santpoort Noord,14891,Sprinter,NS,UTG,2016-12-06T23:03:00Z,PT26S
LEDN,Leiden Centraal,302691,Intercity,NS,ASD,2016-12-06T22:57:00Z,PT6M49S
LEDN,Leiden Centraal,302691,Intercity,NS,ASD,2016-12-06T22:57:00Z,PT6M49S
SPTZ,Santpoort Zuid,14891,Sprinter,NS,UTG,2016-12-06T23:00:00Z,PT1M5S
SPTZ,Santpoort Zuid,14891,Sprinter,NS,UTG,2016-12-06T23:00:00Z,PT1M5S
EHV,Eindhoven,9687,Sprinter,NS,DN,2016-12-06T23:15:00Z,PT0S
EHV,Eindhoven,9687,Sprinter,NS,DN,2016-12-06T23:15:00Z,PT0S
HDG,Hurdegaryp,37492,Stoptrein,Arriva,LW,2016-12-06T23:04:00Z,PT0S
HDG,Hurdegaryp,37492,Stoptrein,Arriva,LW,2016-12-06T23:04:00Z,PT0S
SD,Soestdijk,5587,Sprinter,NS,BRN,2016-12-06T23:03:00Z,PT0S
SD,Soestdijk,5587,Sprinter,NS,BRN,2016-12-06T23:03:00Z,PT0S
RM,Roermond,883,Intercity,NS,MT,2016-12-06T23:02:00Z,PT3M22S
RM,Roermond,883,Intercity,NS,MT,2016-12-06T23:02:00Z,PT3M22S
ASS,Amsterdam Sloterdijk,12682,Intercity,NS,RTD,2016-12-06T23:04:00Z,PT0S
ASS,Amsterdam Sloterdijk,12682,Intercity,NS,RTD,2016-12-06T23:04:00Z,PT0S
ALM,Almere Centrum,12684,Intercity,NS,GV,2016-12-06T23:02:00Z,PT0S
ALM,Almere Centrum,12684,Intercity,NS,GV,2016-12-06T23:02:00Z,PT0S
LLS,Lelystad Centrum,12686,Intercity,NS,ASD,2016-12-06T23:14:00Z,PT6M41S
LLS,Lelystad Centrum,12686,Intercity,NS,ASD,2016-12-06T23:14:00Z,PT6M41S
ALM,Almere Centrum,12686,Intercity,NS,ASD,2016-12-06T23:32:00Z,PT4M31S
ALM,Almere Centrum,12686,Intercity,NS,ASD,2016-12-06T23:32:00Z,PT4M31S
VDG,Vlaardingen Centrum,4197,Sprinter,NS,RTD,2016-12-07T00:13:00Z,PT0S
VDG,Vlaardingen Centrum,4197,Sprinter,NS,RTD,2016-12-07T00:13:00Z,PT0S
GV,Den Haag HS,5186,Sprinter,NS,GV,2016-12-07T00:13:00Z,PT0S
GV,Den Haag HS,5186,Sprinter,NS,GV,2016-12-07T00:13:00Z,PT0S
DZ,Delfzijl,37798,Stoptrein,Arriva,GN,2016-12-07T00:13:00Z,PT0S
DZ,Delfzijl,37798,Stoptrein,Arriva,GN,2016-12-07T00:13:00Z,PT0S
LAA,Den Haag Laan v NOI,12684,Intercity,NS,GV,2016-12-07T00:13:00Z,PT0S
LAA,Den Haag Laan v NOI,12684,Intercity,NS,GV,2016-12-07T00:13:00Z,PT0S
TB,Tilburg,5288,Sprinter,NS,TBU,2016-12-06T23:05:00Z,PT1M48S
TB,Tilburg,5288,Sprinter,NS,TBU,2016-12-06T23:05:00Z,PT1M48S
WD,Woerden,4084,Sprinter,NS,ASD,2016-12-06T23:02:00Z,PT45S
WD,Woerden,4084,Sprinter,NS,ASD,2016-12-06T23:02:00Z,PT45S
MAS,Maarssen,7489,Sprinter,NS,RHN,2016-12-06T23:02:00Z,PT0S
MAS,Maarssen,7489,Sprinter,NS,RHN,2016-12-06T23:02:00Z,PT0S
BZL,Kapelle-Biezelinge,2672,Intercity,NS,VS,2016-12-06T22:57:00Z,PT4M
BZL,Kapelle-Biezelinge,2672,Intercity,NS,VS,2016-12-06T22:57:00Z,PT4M
KMR,Klimmen-Ransdaal,32085,Stoptrein,Veolia,KRD,2016-12-06T22:59:00Z,PT1M21S
KMR,Klimmen-Ransdaal,32085,Stoptrein,Veolia,KRD,2016-12-06T22:59:00Z,PT1M21S
GERP,Groningen Europapark,37592,Stoptrein,Arriva,GN,2016-12-06T23:03:00Z,PT0S
GERP,Groningen Europapark,37592,Stoptrein,Arriva,GN,2016-12-06T23:03:00Z,PT0S
RSN,Rijssen,7090,Sprinter,NS,DV,2016-12-06T23:03:00Z,PT0S
RSN,Rijssen,7090,Sprinter,NS,DV,2016-12-06T23:03:00Z,PT0S
